semana	0.000000
2016-10-30	0.000000
2016-11-06	0.000000
2016-11-13	0.000000
2016-11-20	7.000000
2016-11-27	8.000000
2016-12-04	9.000000
2016-12-11	8.000000
2016-12-18	4.000000
2016-12-25	5.000000
2017-01-01	5.000000
2017-01-08	6.000000
2017-01-15	8.000000
2017-01-22	6.000000
2017-01-29	9.000000
2017-02-05	11.000000
2017-02-12	6.000000
2017-02-19	7.000000
2017-02-26	7.000000
2017-03-05	5.000000
2017-03-12	5.000000
2017-03-19	5.000000
2017-03-26	5.000000
2017-04-02	7.000000
2017-04-09	3.000000
2017-04-16	2.000000
2017-04-23	2.000000
2017-04-30	2.000000
2017-05-07	2.000000
2017-05-14	3.000000
2017-05-21	3.000000
2017-05-28	3.000000
2017-06-04	1.000000
2017-06-11	3.000000
2017-06-18	4.000000
2017-06-25	6.000000
2017-07-02	6.000000
2017-07-09	3.000000
2017-07-16	7.000000
2017-07-23	4.000000
2017-07-30	5.000000
2017-08-06	4.000000
2017-08-13	5.000000
2017-08-20	5.000000
2017-08-27	6.000000
2017-09-03	6.000000
2017-09-10	4.000000
2017-09-17	1.000000
