semana	0.000000
2016-10-30	0.000000
2016-11-06	0.000000
2016-11-13	0.000000
2016-11-20	5.000000
2016-11-27	3.000000
2016-12-04	3.000000
2016-12-11	2.000000
2016-12-18	0.000000
2016-12-25	0.000000
2017-01-01	0.000000
2017-01-08	2.000000
2017-01-15	6.000000
2017-01-22	6.000000
2017-01-29	6.000000
2017-02-05	7.000000
2017-02-12	4.000000
2017-02-19	5.000000
2017-02-26	5.000000
2017-03-05	5.000000
2017-03-12	4.000000
2017-03-19	7.000000
2017-03-26	4.000000
2017-04-02	4.000000
2017-04-09	2.000000
2017-04-16	4.000000
2017-04-23	4.000000
2017-04-30	4.000000
2017-05-07	5.000000
2017-05-14	4.000000
2017-05-21	3.000000
2017-05-28	5.000000
2017-06-04	5.000000
2017-06-11	4.000000
2017-06-18	3.000000
2017-06-25	4.000000
2017-07-02	7.000000
2017-07-09	6.000000
2017-07-16	6.000000
2017-07-23	6.000000
2017-07-30	7.000000
2017-08-06	9.000000
2017-08-13	7.000000
2017-08-20	6.000000
2017-08-27	8.000000
2017-09-03	8.000000
2017-09-10	6.000000
2017-09-17	3.000000
